Molecule ChEMBL ID,Smiles,IC50_nM,pIC50
CHEMBL213142,CN(C)CCN1CCN(c2nc(-c3ccc(Cl)cc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,1.0,9.0
CHEMBL3965304,C[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)OC(C)(C)C,1.0,9.0
CHEMBL261007,Cc1ccc(NC(=O)c2cc(F)cc(N3CCOCC3)c2)cc1Nc1ncnn2cc(C(=O)O)c(C)c12,1.0,9.0
CHEMBL2316486,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OC[C@@H](O)CO)cc2C3=O)ccc1F)c1ccccc1,1.0,9.0
CHEMBL3910819,CC(C)C[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)OC(C)(C)C,1.0,9.0
CHEMBL493671,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(O[C@@H](C)C(F)(F)F)nncc2c1,1.0,9.0
CHEMBL3086685,O=C(Nc1cc(Nc2ccc3c(c2)OCc2ccc(OCCN4CCOCC4)cc2C3=O)ccc1F)c1ccccc1,1.0,9.0
CHEMBL3220552,Nc1c(C(=O)c2ccc(F)cc2F)ccc(=O)n1-c1c(F)cc(OCCC[C@H](N)C(=O)O)cc1F,1.0,9.0
CHEMBL5825680,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)NCCN(C)C)c1,1.0,9.0
CHEMBL5846444,COc1ccc(C(=O)NCCO)cc1Nc1nccc(Oc2ccc(NC(=O)Nc3cc(C(C)C)nn3-c3ccc(C)cc3)c3ccccc23)n1,1.0,9.0
CHEMBL3962988,CC(C)C[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3)ccc2=O)c(F)c1)C(=O)OC1CCCC1,1.0,9.0
CHEMBL1090979,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)n(C)c34)c3ccccc23)cc1,1.0,9.0
CHEMBL3781244,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)CN(C)C)c3)c3ccccc23)cc1,1.0,9.0
CHEMBL558448,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c21,1.0,9.0
CHEMBL358537,C[C@@H](O)CNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,1.0,9.0
CHEMBL1766503,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CCS(=O)(=O)CC1,1.0,9.0
CHEMBL4074237,Cc1cc(F)c(NC(=O)c2ccccc2)cc1Nc1ccc2c(c1)CCc1ccc(C(=O)NC[C@@H](O)CO)cc1C2=O,1.0,9.0
CHEMBL4070454,Oc1ccc(-c2nc(-c3ccccc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,1.0,9.0
CHEMBL1766572,CS(=O)(=O)N1CCC(n2c(=O)c(Oc3ccc(F)cc3F)cc3cnc(NC4CCOCC4)nc32)CC1,1.0,9.0
CHEMBL4061315,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4cccs4)c(F)cc3F)cc1CC2,1.0,9.0
CHEMBL4079527,O=C(NCCO)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)cc1CC2,1.0,9.0
CHEMBL1208890,COc1c(NC(=O)C(=O)c2ccc(Nc3ccncn3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,1.0,9.0
CHEMBL1213925,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(OCCN2CCOCC2)c2ccccc12,1.0,9.0
CHEMBL1797202,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1-c1c(Cl)cccc1Cl,1.0,9.0
CHEMBL1213974,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)ccn1,1.0,9.0
CHEMBL1945839,CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(C)cccc3F)n21,1.0,9.0
CHEMBL3894052,Nc1c(C(=O)c2ccc(F)cc2F)ccc(=O)n1-c1c(F)cc(CCN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1F,1.0,9.0
CHEMBL4575052,O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OC[C@H](O)CO)cc2C3=O)ccc1F)c1ccccc1,1.0,9.0
CHEMBL3701785,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(N2CCOCC2)CC1,1.0,9.0
CHEMBL4075277,COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1CC2,1.1,8.96
CHEMBL252127,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1,1.1,8.96
CHEMBL4083921,COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4cccs4)c(F)cc3F)cc1CC2,1.1,8.96
CHEMBL550519,CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c21,1.1,8.96
CHEMBL96565,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(C3CCN(C4CC4)CC3)cc2N1c1c(Cl)cccc1Cl,1.099,8.96
CHEMBL96225,O=C(c1cc(-c2ccc(F)cc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,1.1,8.96
CHEMBL5208101,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCOCC5)n4c3)c3ccccc32)cc1,1.1,8.96
CHEMBL494469,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(N3CCOC[C@@H]3C)nncc2c1,1.1,8.96
CHEMBL560390,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3cc(F)ccc3F)c21,1.1,8.96
CHEMBL213895,CC(C)Nc1nc(-c2ccccc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,1.1,8.96
CHEMBL563097,CONC(=O)c1ccc(C)c(Nc2cc(=O)n(C)c3c2cnn3-c2ccc(F)cc2F)c1,1.1,8.96
CHEMBL212382,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,1.1,8.96
CHEMBL1945721,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(F)cccc3Cl)n2n(C)c1=O,1.1,8.96
CHEMBL3649492,Cc1n[nH]cc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,1.1,8.96
CHEMBL384795,CC1(c2nnc3ccc(-c4ocnc4-c4ccc(F)cc4F)cn23)CCC1,1.1,8.96
CHEMBL564054,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3c(F)cccc3F)c21,1.1,8.96
CHEMBL199593,CC(C)(C)N1CC=C(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.15,8.94
CHEMBL254453,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(NC(=O)OC(C)C)c(C)c23)c1,1.2,8.92
CHEMBL96345,CCN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,1.2,8.92
CHEMBL5074857,COC(=O)CCNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,1.2,8.92
CHEMBL494272,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(N3CCOCC3)nncc2c1,1.2,8.92
CHEMBL4084905,COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1OC2,1.2,8.92
CHEMBL3649485,Cc1ncccc1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,1.2,8.92
CHEMBL1911342,Cc1ccc2c(N)noc2c1-c1ccc2c(c1)NC(=O)C21CCC(F)(F)CC1,1.2,8.92
CHEMBL212091,O=C1NCc2c(-c3ccccc3Cl)nc(NC3CN4CCC3CC4)nc2N1c1c(Cl)cccc1Cl,1.2,8.92
CHEMBL4103781,NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)cc1CC2,1.2,8.92
CHEMBL3649500,Cc1ccc(C(N)=O)cc1-c1nncc2nc(Oc3ccc(F)cc3)ccc12,1.2,8.92
CHEMBL252533,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCc4ccccn4)c(C)c23)c1,1.2,8.92
CHEMBL562527,CCn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,1.2,8.92
CHEMBL3220551,CC(C)C[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)O,1.2,8.92
CHEMBL1800916,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCCC1,1.2,8.92
CHEMBL4790176,Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(N[C@@H](c2ccccc2)[C@@H](C)CN2CCOCC2)c1=O,1.259,8.9
CHEMBL5175094,CC(C)(C)c1cc(NC(=O)N[C@H]2CC[C@@H](Oc3ccc4nnc(N5CCCCC5)n4c3)c3ccccc32)n(-c2cccc(CN3CCCCC3)c2)n1,1.3,8.89
CHEMBL5085015,O=C(NCCN1CCNCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,1.3,8.89
CHEMBL199565,C[C@@H](C(=O)O)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.3,8.89
CHEMBL4103075,CNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)C4CC4)c(F)cc3F)cc1CC2,1.3,8.89
CHEMBL142425,C[C@H](O)CNc1cc(-c2[nH]c3cccnc3c2-c2ccc(F)cc2)ccn1,1.29,8.89
CHEMBL4090650,COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4cccs4)c(F)cc3F)cc1OC2,1.3,8.89
CHEMBL4868525,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CS)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC)[C@@H](C)CC)[C@@H](C)CC,1.3,8.89
CHEMBL1082158,O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2c(F)cccc2F)c1,1.4,8.85
CHEMBL97550,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1,1.4,8.85
CHEMBL96487,O=C1NCc2c(-c3ccccc3Cl)cc(N3CCNCC3)cc2N1c1c(Cl)cccc1Cl,1.4,8.85
CHEMBL1945716,Cc1ccc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(F)cccc3Cl)n2n(C)c1=O,1.4,8.85
CHEMBL1254901,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,1.4,8.85
CHEMBL1825151,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)[C@]21CC[C@@H](O)CC1,1.4,8.85
CHEMBL3701783,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(O)CC1,1.4,8.85
CHEMBL424666,CC(C)(C)N1CCC(c2cc3c(ccc(=O)n3-c3c(Cl)cccc3Cl)c(-c3ccccc3Cl)n2)CC1,1.4,8.85
CHEMBL4074639,NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1OC2,1.4,8.85
CHEMBL560730,Cc1ccc(C(=O)NC2CC2)cc1Oc1cc(=O)n(C)c2c1cnn2-c1c(F)cccc1F,1.4,8.85
CHEMBL4078249,O=C(NCC(O)CO)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1CC2,1.4,8.85
CHEMBL1800910,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC1,1.4,8.85
CHEMBL403925,COc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1,1.5,8.82
CHEMBL270611,NC1(C(=O)NCCOc2cc(-c3ccccc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.5,8.82
CHEMBL561932,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3)c21,1.5,8.82
CHEMBL408876,O[C@H]1CC[C@H](n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1,1.5,8.82
CHEMBL254452,CCOC(=O)Nc1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,1.5,8.82
CHEMBL439321,CC1(c2nnc3ccc(-c4ocnc4-c4cc(F)ccc4F)cn23)CCC1,1.5,8.82
CHEMBL94444,O=C(c1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,1.5,8.82
CHEMBL4763279,Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(N[C@@H](c2ccccc2)[C@@H](C)CN2CCCCC2)c1=O,1.585,8.8
CHEMBL3649491,Cc1n[nH]c(C)c1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12,1.6,8.8
CHEMBL1076741,O=C(NC1CC1)c1ccc(Cl)c(Nc2nncc3c2cnn3-c2ccccc2Cl)c1,1.6,8.8
CHEMBL1082206,Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3ccc(F)cc3F)c12,1.6,8.8
CHEMBL1254815,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3cc(F)ccc3Cl)c2n(C)c1=O,1.6,8.8
CHEMBL439238,CC[C@@H](C)Nc1nc2ccc(-c3[nH]cnc3-c3ccccc3F)cc2s1,1.6,8.8
CHEMBL199707,CC(C)(C)N1CCC(Oc2cc(-c3ccccc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.6,8.8
CHEMBL4073776,O=C(NCCO)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1OC2,1.6,8.8
CHEMBL4069033,O=C(NCCN1CCOCC1)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1OC2,1.6,8.8
CHEMBL3087469,Cc1cc(F)c(NC(=O)c2ccsc2)cc1Nc1ccc2c(c1)OCc1ccc(OCCN3CCOCC3)cc1C2=O,1.7,8.77
CHEMBL1081991,Cc1ccc(C(=O)NC2CC2)cc1Nc1nncc2c1cnn2-c1c(F)cccc1F,1.7,8.77
CHEMBL5094430,O=C(NCCNCCO)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,1.7,8.77
CHEMBL1081208,Cc1nnc(Nc2cc(C(=O)NC3CC3)ccc2Cl)c2cnn(-c3c(F)cccc3F)c12,1.7,8.77
CHEMBL4227523,Cc1ccc(C(=O)Nc2cc(-c3c(-c4ccc(F)c(C)c4)nc4cccnn34)ccn2)cn1,1.8,8.74
CHEMBL212968,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,1.8,8.74
CHEMBL1825153,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(F)(F)CC1,1.8,8.74
CHEMBL3220548,Nc1c(C(=O)c2ccc(F)cc2F)ccc(=O)n1-c1c(F)cccc1F,1.86,8.73
CHEMBL199435,CC(C)(C)N1CCC(Oc2cc(-c3ccc(F)cc3F)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,1.87,8.73
CHEMBL1945725,CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3F)n21,1.9,8.72
CHEMBL559242,Cn1c(=O)cc(Nc2cc(C(=O)NC3CC3)ccc2F)c2cnn(-c3c(F)cccc3F)c21,1.9,8.72
CHEMBL494270,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(NCCN3CCOCC3)nncc2c1,1.9,8.72
CHEMBL213986,O=C1NCc2c(-c3ccccc3Cl)nc(N3CCc4n[nH]cc4C3)nc2N1c1c(Cl)cccc1Cl,1.9,8.72
CHEMBL5086455,CC(C)(C)OC(=O)N1CCN(CCNC(=O)c2ccc3c(c2)C(=O)c2ccc(Nc4ccccc4N)cc2CC3)CC1,1.9,8.72
CHEMBL558912,Cc1ccc(C(=O)NC2CC2)cc1Nc1cc(=O)n(C)c2c1cnn2-c1c(F)cccc1F,1.9,8.72
CHEMBL5815184,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)N2CCN(C)CC2)c1,2.0,8.7
CHEMBL4110632,CC(C)C[C@@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)OC(C)(C)C,2.0,8.7
CHEMBL213836,COCCNc1nc(-c2ccc(Cl)cc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,2.0,8.7
CHEMBL378717,O=C1NCc2c(-c3ccccc3Cl)nc(N3CCOCC3)nc2N1c1c(Cl)cccc1Cl,2.0,8.7
CHEMBL3695584,CCn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4ccc(OC)cc4)c4ccccc34)c21,2.0,8.7
CHEMBL5897921,COc1cc(Nc2cc(Oc3ccc(NC(=O)Nc4cc(C(C)C)nn4-c4ccc(C)cc4)c4ccccc34)ncn2)cc(C(=O)NCCN2CCOCC2)c1,2.0,8.7
CHEMBL94556,COC(=O)c1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,2.0,8.7
CHEMBL2316492,CC1(C)OC[C@H](COc2ccc3c(c2)C(=O)c2ccc(Nc4ccc(F)c(NC(=O)c5cccs5)c4)cc2CC3)O1,2.0,8.7
CHEMBL4089892,OCCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,2.0,8.7
CHEMBL1290626,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccn2)c1N,2.0,8.7
CHEMBL210110,O=C1NCc2c(-c3ccccc3Cl)cc(O)cc2N1c1c(Cl)cccc1Cl,2.0,8.7
CHEMBL2316472,O=C(NCCF)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,2.0,8.7
CHEMBL1929230,CC(C)(C)c1cc(C(=O)N2CCNC(=O)CC2)c(NC(=O)Nc2ccc(F)c(Cl)c2Cl)s1,2.0,8.7
CHEMBL3695593,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)s1,2.0,8.7
CHEMBL1773432,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)C)c2)[nH]1,2.0,8.7
CHEMBL1289078,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccc(F)cc2)c1N,2.0,8.7
CHEMBL211303,C[C@@H]1CN(c2nc(-c3ccc(Cl)cc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)C[C@H](C)O1,2.0,8.7
CHEMBL1289077,CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccc(F)cc3)c2N)c1,2.0,8.7
CHEMBL1257245,CNC(=O)NCc1ccccc1-c1cc(-c2cnc(NC(C)C)s2)nc(NCCN(C)C)n1,2.0,8.7
CHEMBL4082844,O=C(NCC(O)CO)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1OC2,2.0,8.7
CHEMBL492255,OCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@H]3CC[C@H](O)CC3)c2)[nH]1,2.0,8.7
CHEMBL6051175,Cc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cccc(C(=O)NCCN5CCOCC5)c4)n3)c3ccccc23)cc1,2.0,8.7
CHEMBL492296,OCCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1,2.0,8.7
CHEMBL405666,Cc1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1,2.0,8.7
CHEMBL1945717,Cc1ccc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(C)cccc3F)n2n(C)c1=O,2.0,8.7
CHEMBL1289197,CCCCn1ncc(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)c1N,2.0,8.7
CHEMBL1802632,Cc1ccc(C(N)=O)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Br)c1=O,2.0,8.7
CHEMBL255482,CCCNc1ncc(C(=O)Nc2cc(C(=O)NCC)ccc2C)s1,2.0,8.7
CHEMBL3695576,Cc1ccc(-n2nc(C3CC3)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,2.0,8.7
CHEMBL260411,COC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,2.0,8.7
CHEMBL5903250,COc1ccc(-n2nc(C3CCOC3)cc2NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(OC)cc(C(=O)NCCN5CCOCC5)c4)n3)c3ccccc23)cc1,2.0,8.7
CHEMBL1911332,Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCC(F)(F)CC3)c2)[nH]1,2.0,8.7
CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,2.0,8.7
CHEMBL3781102,CC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,2.0,8.7
CHEMBL5814491,CCc1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4cc(OC)cc(C(=O)NCCN5CCOCC5)c4)n3)c3ccccc23)n(-c2ccc(C)cc2)n1,2.0,8.7
CHEMBL1766506,N#CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,2.0,8.7
CHEMBL212181,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(NC3CC3)ncc2c1,2.0,8.7
CHEMBL1232784,C[C@@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,2.0,8.7
CHEMBL425785,CNc1nc(-c2ccccc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,2.0,8.7
CHEMBL2316488,O=C(Nc1ccc(F)c(Nc2ccc3c(c2)CCc2ccc(OCCO)cc2C3=O)c1)c1ccccc1,2.0,8.7
CHEMBL1766500,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1CCCO,2.0,8.7
CHEMBL215691,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(NC3CCN(C)CC3)ncc2c1,2.0,8.7
CHEMBL262608,CCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2c1C,2.0,8.7
CHEMBL4101719,OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,2.0,8.7
CHEMBL5185814,C[C@H]1CCCCN1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(OCCN(C)C)n4)c4ccccc43)cn12,2.0,8.7
CHEMBL3781245,CSCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1,2.0,8.7
CHEMBL3780667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCc3ccnc(NC(=O)CN4CCOCC4)c3)c3ccccc23)cc1,2.0,8.7
CHEMBL3695578,Cc1ccc(-n2nc(C(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)cc1,2.0,8.7
CHEMBL2401981,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccc(Cl)cc2)s1,2.0,8.7
CHEMBL3695591,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c(Cl)c2Cl)n(-c2ccc(CO)cc2)n1,2.0,8.7
CHEMBL1800913,O=C(NC1CC1)c1ccc(Cl)c(-c2ccc3c(c2)NC(=O)C32CCCC2)c1,2.0,8.7
CHEMBL1214131,CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccccc2)n1,2.0,8.7
CHEMBL260447,CCOC(=O)c1cn2ncnc(Nc3cc(NC(=O)c4cc(F)cc(N5CCOCC5)c4)ccc3C)c2c1C,2.0,8.7
CHEMBL62794,Cc1cc(F)ccc1-c1cc(N(C(N)=O)c2c(Cl)cccc2Cl)ccc1CO,2.0,8.7
CHEMBL3925985,CC(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc(Nc4ccc5[nH]ncc5c4)c3)c3ccccc23)n(-c2cccc(OCCN3CCOCC3)c2)n1,2.0,8.7
CHEMBL5819790,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc(C5CC5)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)NCCN2CCOCC2)c1,2.0,8.7
CHEMBL4757835,Cc1ccc(C(=O)NC2CC2)cc1-n1ccnc(N[C@@H](c2ccccc2)[C@@H](C)CN2CCN(C)CC2)c1=O,1.995,8.7
