canonical_smiles,MW,cLogP,HBD,HBA,TPSA,QED,SA_score,scaffold,has_hydroxyl,has_amine,has_carbonyl,has_amide,has_halogen_F,has_halogen_Cl,has_halogen_Br,has_aromatic_ring,has_piperidine,has_piperazine,has_morpholine
Cc1cc(-c2nc3cccnn3c2-c2ccnc(NC(=O)c3ccncc3)c2)ccc1F,424.43900000000014,4.553120000000002,1,5,85.07000000000001,0.4574143027296585,2.561008392520007,O=C(Nc1cc(-c2c(-c3ccccc3)nc3cccnn23)ccn1)c1ccncc1,False,False,True,True,True,False,False,True,False,False,False
O=C(O)CCNC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2,450.4410000000002,4.242500000000003,3,4,95.5,0.5221763841931041,2.349940797259162,O=C1c2ccccc2CCc2cc(Nc3ccccc3)ccc21,True,True,True,True,True,False,False,True,False,False,False
Cc1cc(-c2noc(NC(=O)Cc3ccccc3C)c2-c2ccncn2)ccc1F,402.4290000000001,4.735740000000003,1,5,80.91000000000001,0.5216665036055596,2.513399971915293,O=C(Cc1ccccc1)Nc1onc(-c2ccccc2)c1-c1ccncn1,False,False,True,True,True,False,False,True,False,False,False
CC[C@H](C)Nc1nc2ccc(-c3c(-c4ccccc4F)n[nH]c3N)cc2s1,381.4800000000001,5.285100000000003,3,5,79.62,0.4390219204368794,3.0576462155745627,c1ccc(-c2n[nH]cc2-c2ccc3ncsc3c2)cc1,False,True,False,False,True,False,False,True,False,False,False
CC(C)Nc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,337.358,4.010700000000003,1,5,68.25,0.6092267186558368,2.775551236176643,c1ccc(-c2ncoc2-c2ccc3nncn3c2)cc1,False,True,False,False,True,False,False,True,False,False,False
CC(C)CN1CCC(c2nc(-c3ccc4nc(N)n(S(=O)(=O)C(C)C)c4c3)c(-c3ccccc3)[nH]2)CC1,520.7030000000002,5.097300000000003,2,6,109.9,0.35093310679879325,2.8632160274599325,c1ccc(-c2[nH]c(C3CCNCC3)nc2-c2ccc3nc[nH]c3c2)cc1,False,True,False,False,False,False,False,True,True,False,False
CCCNC(=O)c1cn2ncnc(Nc3cc(NC(=O)OCC)ccc3C)c2c1C,410.4780000000003,3.7979400000000023,3,6,109.65000000000002,0.5465473281088555,2.536419087683244,c1ccc(Nc2ncnn3cccc23)cc1,False,True,True,True,False,False,False,True,False,False,False
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)s1,413.5460000000001,5.924120000000004,1,4,54.88,0.42652647657769865,2.3030124942766523,O=C(Cc1ccccc1)Nc1cc(-c2scnc2-c2ccccc2)ccn1,False,False,True,True,False,False,False,True,False,False,False
CCOC(=O)Nc1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)CC)c(C)c23)c1,424.5050000000002,4.186440000000003,3,6,109.65,0.5247003014555837,3.0165921054698766,c1ccc(Nc2ncnn3cccc23)cc1,False,True,True,True,False,False,False,True,False,False,False
CN(C)CCNc1nc(-c2ccc(Cl)cc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,526.2550000000002,6.092000000000003,2,5,73.39,0.4069063896699803,2.8131509116188553,O=C1NCc2c(-c3ccccc3)ncnc2N1c1ccccc1,False,True,True,True,False,True,False,True,False,False,False
Cn1cc(-c2nncc3nc(Nc4ccc(F)cc4F)ccc23)cn1,338.321,3.4471000000000016,1,5,68.52000000000001,0.6195810271892448,2.608728159253566,c1ccc(Nc2ccc3c(-c4cn[nH]c4)nncc3n2)cc1,False,True,False,False,True,False,False,True,False,False,False
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(n1)NC(=O)C21CCCC1,361.4450000000002,3.7131200000000018,2,3,71.09,0.875323045006082,3.014286175614524,O=C(NC1CC1)c1cccc(-c2ccc3c(n2)NC(=O)C32CCCC2)c1,False,False,True,True,False,False,False,True,False,False,False
Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCC(F)(F)CC3)c2)o1,409.4360000000002,5.419640000000004,1,4,68.02000000000001,0.6136949891239425,3.353017646643975,O=C1Nc2cc(-c3cccc(-c4nnco4)c3)ccc2C12CCCCC2,False,False,True,True,True,False,False,True,False,False,False
COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4Cl)cc3)N=C2c2ccccc2)c1,538.0030000000002,6.200600000000006,1,5,80.22999999999999,0.27131285108907155,2.3665479216826952,O=C(COc1ccc(/C=C2\N=C(c3ccccc3)N(c3ccccc3)C2=O)cc1)Nc1ccccc1,False,False,True,True,False,True,False,True,False,False,False
