mol_id,chembl_id,smiles,ic50_nM,pIC50
mol_0659,CHEMBL564470,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCN(C)CC4)c3)nc1-2,59.0,7.23
mol_0660,CHEMBL1800465,Nc1nc(NC2CCCCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,60.0,7.22
mol_0661,CHEMBL5805137,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(F)(F)F)C5)ncc3F)cc2n1C(C)C,60.4,7.22
mol_0662,CHEMBL480442,CC(C)c1cnn2c(NCc3ccc(Cl)cc3)nc(N[C@@H](CO)C(C)C)nc12,60.0,7.22
mol_0663,CHEMBL2348155,Nc1nccc(-n2cc(-c3ccc(Cl)cc3)c3cnccc32)n1,60.0,7.22
mol_0664,CHEMBL407981,CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,60.0,7.22
mol_0665,CHEMBL5845923,CCOP(=O)(OCC)C1(O)CCN(CCN2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)(C)C)c6c5)n4)ccc3C2)C1,60.2,7.22
mol_0666,CHEMBL411491,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,60.0,7.22
mol_0667,CHEMBL3298823,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1,60.0,7.22
mol_0668,CHEMBL453651,CNC(=O)c1ccc(Nc2nccc(-c3cnc(COC)n3C(C)C)n2)cc1,62.0,7.21
mol_0669,CHEMBL5888813,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,62.4,7.21
mol_0670,CHEMBL410293,NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3cc(CO)ccc32)cc1,61.0,7.21
mol_0671,CHEMBL181293,CCN[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N(C)C)cc3)n3ncc(C(C)C)c3n2)CC1,61.0,7.21
mol_0672,CHEMBL408019,O=C(Nc1n[nH]c2nc(-c3cccc(O)c3)ccc12)C1CC1,62.0,7.21
mol_0673,CHEMBL379193,CCOC(=O)CCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,62.0,7.21
mol_0674,CHEMBL321939,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)c3)[nH]n2)cc1,61.6,7.21
mol_0675,CHEMBL5853767,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,62.4,7.21
mol_0676,CHEMBL79848,O=C1Nc2ccc(F)c3c(OCCO)cc(-c4ccc[nH]4)c1c23,62.0,7.21
mol_0677,CHEMBL5811976,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,62.4,7.21
mol_0678,CHEMBL3952214,CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1,63.1,7.2
mol_0679,CHEMBL3822989,CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c(C)n2)CC1,63.0,7.2
mol_0680,CHEMBL2426385,Cc1ccc(-c2nn(-c3ccccc3)cc2C(=O)NC(=S)Nc2ccc(Cl)cc2)cc1,63.0,7.2
mol_0681,CHEMBL3648097,CCOc1nc(Nc2ccc(S(=N)(=O)CC)cc2)ncc1Br,63.0,7.2
mol_0682,CHEMBL365608,C=C(c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1)c1c(F)cccc1F,63.0,7.2
mol_0683,CHEMBL3642649,Fc1ccccc1-c1cc(NCc2ccncc2)n2ncc(Cl)c2n1,64.0,7.19
mol_0684,CHEMBL5977920,CN1CCC(Oc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,64.1,7.19
mol_0685,CHEMBL82768,CC(C)(N)CNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,65.0,7.19
mol_0686,CHEMBL299032,CC(C)NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,64.0,7.19
mol_0687,CHEMBL5941223,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCC(C)CC1,65.5,7.18
mol_0688,CHEMBL5786556,CN(C)[C@H]1CCN(c2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)C1,65.5,7.18
mol_0689,CHEMBL184115,COc1ccccc1C(=O)c1c(N)nc2ccc(C(=O)c3c(F)cccc3F)cn12,68.0,7.17
mol_0690,CHEMBL115994,O=C(Cc1ccc(OC(F)(F)F)cc1)Nc1cc(C2CC2)[nH]n1,67.0,7.17
mol_0691,CHEMBL4856767,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccccc4)n3)cc12,67.44,7.17
mol_0692,CHEMBL6002613,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCP(C)(=O)CC4)C5)ncc3F)cc2n1C(C)(C)C,67.0,7.17
mol_0693,CHEMBL458547,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3c(C)nc(C)n3C)n2)cc1,68.0,7.17
mol_0694,CHEMBL1800452,CC(C)c1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,68.0,7.17
mol_0695,CHEMBL60990,O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1[nH]cc2c1CCNC2=O,68.0,7.17
mol_0696,CHEMBL58139,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,68.0,7.17
mol_0697,CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,67.1,7.17
mol_0698,CHEMBL325606,NC(=O)c1ccc(C(=O)Nc2cc(C3CC3)[nH]n2)cc1,68.08,7.17
mol_0699,CHEMBL1922212,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,70.0,7.16
mol_0700,CHEMBL4215914,CC[C@H](CO)Nc1nc(NCc2ccccc2N)c2[nH]nc(C(C)C)c2n1,70.0,7.16
mol_0701,CHEMBL2011932,COc1ccc(-c2nc3c(NCCCNC(=O)C4(CN)CC4)c(Br)cnc3[nH]2)cc1,70.0,7.16
mol_0702,CHEMBL2426398,Cc1ccc(NC(=S)NC(=O)c2cn(-c3ccccc3)nc2-c2ccccc2)cc1,69.0,7.16
mol_0703,CHEMBL3298983,C[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc2cc[nH]c2c1,69.0,7.16
mol_0704,CHEMBL1080912,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(Cl)cc4Cl)s3)cc12,70.0,7.16
mol_0705,CHEMBL3298312,CC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(OC)c(Cl)c1,71.0,7.15
mol_0706,CHEMBL209280,Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCC(=O)O)cc2)nn1C(=O)c1c(F)cccc1F,71.0,7.15
mol_0707,CHEMBL2426381,O=C(NC(=S)Nc1ccc(Cl)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,71.0,7.15
mol_0708,CHEMBL5532052,CC[C@H](CO)Nc1nc(NCc2ccc(NC(=O)C3CCOCC3)cc2)n2ncc(C(C)C)c2n1,71.53,7.15
mol_0709,CHEMBL5915046,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(OC6CCN(CCO)CC6)cn5)ncc4F)cc3n21,70.3,7.15
mol_0710,CHEMBL1087281,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4)s3)cc12,72.0,7.14
mol_0711,CHEMBL5983466,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,73.1,7.14
mol_0712,CHEMBL82251,CCc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,72.0,7.14
mol_0713,CHEMBL3973367,COc1cc(F)ccc1-c1nc(Nc2cc(F)c(F)c(CS(C)(=O)=NC#N)c2)ncc1F,73.0,7.14
mol_0714,CHEMBL5781074,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCC1,72.1,7.14
mol_0715,CHEMBL1080740,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(Cl)cc4)s3)cc12,72.0,7.14
mol_0716,CHEMBL5972036,C#CCN1CCCC1CN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,74.9,7.13
mol_0717,CHEMBL271842,Nc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,74.0,7.13
mol_0718,CHEMBL1081439,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(F)cc1,74.0,7.13
mol_0719,CHEMBL324577,NC(=O)c1ccc(CC(=O)Nc2cc(C3CC3)[nH]n2)cc1,73.96,7.13
mol_0720,CHEMBL538195,Cn1nc(C(=O)NCCO)c2c1-c1nc(Nc3ccccc3)ncc1CC2,74.0,7.13
mol_0721,CHEMBL5596897,O=C(c1ccc([N+](=O)[O-])cc1)[C@H]1[C@H](c2cn(-c3ccccc3)nc2-c2ccccc2)[C@@H]2CC3CCCCC3N2[C@]12C(=O)Nc1ccc(Cl)cc12,75.6,7.12
mol_0722,CHEMBL392776,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Br)c3)c(O)c(=O)c2c1,75.0,7.12
mol_0723,CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1,75.0,7.12
mol_0724,CHEMBL1964243,CC(=O)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,75.0,7.12
mol_0725,CHEMBL2426380,O=C(NC(=S)Nc1ccc(F)cc1)c1cn(-c2ccccc2)nc1-c1ccccc1,75.0,7.12
mol_0726,CHEMBL336242,O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)n[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,78.0,7.11
mol_0727,CHEMBL3648091,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1C,78.0,7.11
mol_0728,CHEMBL2035042,CN1C/C=C/CCn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)C1,77.0,7.11
mol_0729,CHEMBL1809191,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,78.0,7.11
mol_0730,CHEMBL4463874,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCNC(=N)N)C5)ncc3F)cc2n1C(C)C,78.2,7.11
mol_0731,CHEMBL310755,CCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,77.0,7.11
mol_0732,CHEMBL1081438,N[C@H](CNc1nnc(-c2ccc3[nH]nc(-c4ccccc4)c3c2)s1)Cc1cccc(C(F)(F)F)c1,79.0,7.1
mol_0733,CHEMBL5817708,CC1(C)CCc2nc3c(F)cc(-c4nc(Nc5ccc(CN6CCN(C(=O)CO)CC6)cn5)ncc4F)cc3n21,79.9,7.1
mol_0734,CHEMBL5590319,O=C(c1ccccc1[N+](=O)[O-])[C@H]1[C@H](c2cn(-c3ccccc3)nc2-c2ccccc2)[C@@H]2CC3CCCCC3N2[C@]12C(=O)Nc1ccc(Cl)cc12,80.2,7.1
mol_0735,CHEMBL5888788,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1CC1CC1,79.4,7.1
mol_0736,CHEMBL365341,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCCC2)cc1,79.98,7.1
mol_0737,CHEMBL419931,CC(C)n1cnc2c(NCc3ccccc3O)nc(NCCCO)nc21,80.0,7.1
mol_0738,CHEMBL380500,Nc1nccc(-c2c3c(O)ccnc3n3c(N)nccc23)n1,80.0,7.1
mol_0739,CHEMBL6147673,CN1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,79.4,7.1
mol_0740,CHEMBL3354188,COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1,80.0,7.1
mol_0741,CHEMBL507142,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1,81.0,7.09
mol_0742,CHEMBL559639,Cn1nc(C(=O)NC2CC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,81.0,7.09
mol_0743,CHEMBL59110,O=C1Nc2ccc(F)cc2/C1=C/c1[nH]cc2c1CCOC2=O,82.0,7.09
mol_0744,CHEMBL5505838,CC(=O)Nc1ccc(CNc2nc(N3CCC[C@@H]3CO)nc3c(C(C)C)cnn23)cc1,81.98,7.09
mol_0745,CHEMBL2035043,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,83.0,7.08
mol_0746,CHEMBL2113092,CCCCOc1cc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1C(=O)c1c(F)cccc1F,84.0,7.08
mol_0747,CHEMBL5279564,CN(C)CC(=O)Nc1cc(Nc2ncc(F)c(Nc3c(F)cccc3F)n2)ccc1F,83.0,7.08
mol_0748,CHEMBL5181709,Cc1nc2ccc(-c3ccnc4[nH]c(C5CCN(CC(=O)N(C)C)CC5)cc34)cc2n1C(C)C,84.0,7.08
mol_0749,CHEMBL550964,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN(C)C)c3)nc1-2,83.0,7.08
mol_0750,CHEMBL323392,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Cl)c(Cl)c1,83.0,7.08
mol_0751,CHEMBL483590,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1,83.0,7.08
mol_0752,CHEMBL366230,C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccccc1,83.95,7.08
mol_0753,CHEMBL6019056,CNC1CC(C(=O)N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,84.3,7.07
mol_0754,CHEMBL115264,O=C(Nc1cc(C2CC2)[nH]n1)c1ccc(Cl)cc1,84.92,7.07
mol_0755,CHEMBL6176188,O=C(c1ccc2ccccc2c1)c1cn(-c2ccccc2)nc1C1=Nn2c(Cc3nnc4n3N=C(c3nn(-c5ccccc5)cc3C(=O)c3ccc5ccccc5c3)CS4)nnc2SC1,87.9,7.06
mol_0756,CHEMBL5200108,O=C(Cc1ccc(B2C=CC=CN2)cc1)Nc1cc(C2CC2)[nH]n1,87.0,7.06
mol_0757,CHEMBL232557,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,87.0,7.06
mol_0758,CHEMBL5943083,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC(C)CC1,87.6,7.06
mol_0759,CHEMBL5397283,N#Cc1ccc2c(CCNc3ccc(S(F)(F)(F)(F)F)cc3C(=O)O)c[nH]c2c1,87.0,7.06
mol_0760,CHEMBL301639,O=C1Nc2ccc(Cl)cc2/C1=C/c1[nH]cc2c1CCOC2=O,88.0,7.06
mol_0761,CHEMBL2322701,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc(N)ccc1N2,88.0,7.06
mol_0762,CHEMBL5419439,CN(C)CCN(C)c1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,88.0,7.06
mol_0763,CHEMBL1800457,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCCCC2)n1,90.0,7.05
mol_0764,CHEMBL4294760,CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N(C)CCN(C)C)cc3)nc1-2,90.0,7.05
mol_0765,CHEMBL3354185,COC1CCN(c2nccc(Nc3cc4[nH]c(-c5cn[nH]c5)nc4cn3)n2)CC1,90.0,7.05
mol_0766,CHEMBL112136,O=C(Nc1cc(C2CCC2)[nH]n1)c1ccc(Br)cc1,89.95,7.05
mol_0767,CHEMBL1922218,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@H](C)O,90.0,7.05
mol_0768,CHEMBL463579,O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)C1CCCCC1,90.0,7.05
mol_0769,CHEMBL2386747,COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,88.8,7.05
mol_0770,CHEMBL3655777,CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(F)(F)F,90.0,7.05
mol_0771,CHEMBL5970937,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC(C)CC6)c5c4)n3)ccc2C1,89.7,7.05
mol_0772,CHEMBL6169985,O=C(c1ccc2ccccc2c1)c1cn(-c2ccccc2)nc1C1=Nn2c(S)nnc2SC1,89.6,7.05
mol_0773,CHEMBL5831789,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,92.3,7.04
mol_0774,CHEMBL5884004,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,91.0,7.04
mol_0775,CHEMBL4761001,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,92.3,7.04
mol_0776,CHEMBL180714,CCN(CC)[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N(C)C)cc3)n3ncc(C(C)C)c3n2)CC1,92.0,7.04
mol_0777,CHEMBL360596,COc1cc(F)c(C(=O)c2c(N)nc3ccc(C(=O)c4c(F)cccc4F)cn23)c(F)c1,91.0,7.04
mol_0778,CHEMBL3354189,COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1,93.0,7.03
mol_0779,CHEMBL5789562,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,93.7,7.03
mol_0780,CHEMBL3644029,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OCCC(F)(F)F)n2)cc1,94.0,7.03
mol_0781,CHEMBL1081104,N[C@H](CNc1cc(-c2ccc3cnccc3c2)no1)Cc1ccc(C(F)(F)F)cc1,93.0,7.03
mol_0782,CHEMBL411696,CCOc1cccc2c1/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,93.0,7.03
mol_0783,CHEMBL5802135,C=CC(=O)NC1CCN(C(=O)C2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1,93.5,7.03
mol_0784,CHEMBL5874515,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,93.4,7.03
mol_0785,CHEMBL508506,CC1NCCCC1C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,95.0,7.02
mol_0786,CHEMBL364631,Nc1nc2ccc(C(=O)c3c(Cl)cccc3Cl)cn2c1C(=O)c1c(F)cc(C(=O)O)cc1F,95.0,7.02
mol_0787,CHEMBL5401158,O=C(Nc1ccc(N2CCNCC2)cc1)c1n[nH]cc1Nc1cc(Oc2ccccc2)ncn1,98.31,7.01
mol_0788,CHEMBL5290362,N[C@H](COc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)Cc1ccccc1,97.0,7.01
mol_0789,CHEMBL4303287,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2cccc(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)c2)c1,96.9,7.01
mol_0790,CHEMBL5439308,N#Cc1ccc2c(CCNc3ccc(C(F)(F)F)cc3C(=O)O)c[nH]c2c1,100.0,7.0
mol_0791,CHEMBL3655764,CC[C@H](Nc1nc(NCc2cccc(Cl)c2)c2ncn(C(C)C)c2n1)[C@@H](C)O,100.0,7.0
mol_0792,CHEMBL5070887,Cc1cnc(Nc2ccnn2C)nc1-c1cc2n(c1)C(=O)N([C@H](CO)c1cccc(Cl)c1)C2,99.4,7.0
mol_0793,CHEMBL5179286,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccccc3S(C)(=O)=O)n[nH]2)C1,100.0,7.0
mol_0794,CHEMBL2203628,N#CCNc1nc(Nc2ccccc2)ncc1Br,100.0,7.0
mol_0795,CHEMBL2348160,Nc1nccc(-n2cc(-c3ccoc3)c3cnccc32)n1,100.0,7.0
mol_0796,CHEMBL2158859,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4cccc(S(=O)(=O)NC)c4)n3)ccn2)cc1,100.0,7.0
mol_0797,CHEMBL5209174,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccccc3)n[nH]2)C1,100.0,7.0
mol_0798,CHEMBL495545,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2)CC1,100.0,7.0
mol_0799,CHEMBL5192247,COCc1cc(C(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)N(C)C(C)C)C3)[nH]n2)n(C)n1,100.0,7.0
mol_0800,CHEMBL5170812,Cc1ncc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)s1,100.0,7.0
mol_0801,CHEMBL5179057,CC(C)NC(=O)O[C@H]1CC[C@@H](c2cc(NC(=O)c3ccnn3C)n[nH]2)C1,100.0,7.0
mol_0802,CHEMBL5173190,COc1cc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)ccn1,100.0,7.0
mol_0803,CHEMBL5187579,Cc1cc(CC(=O)Nc2cc([C@H]3CCC[C@@H](OC(=O)NC4(C)CC4)CC3)[nH]n2)on1,100.0,7.0
mol_0804,CHEMBL5195597,CS(=O)(=O)N1CCC(Nc2ncc3c(n2)N(C2CCCC2)C(=O)C32CC2)CC1,102.0,6.99
mol_0805,CHEMBL185854,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1c(F)cccc1Cl,102.0,6.99
mol_0806,CHEMBL5431565,O=C(Nc1ccc(Cl)cc1)N1CCN(c2nnc(Cc3ccccc3)c3ccccc23)CC1,102.6,6.99
mol_0807,CHEMBL5542924,CCC(=O)Nc1ccc(CNc2nc(N[C@H](CC)CO)nc3c(C(C)C)cnn23)cc1,101.6,6.99
mol_0808,CHEMBL474619,COc1cc(O)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1,102.0,6.99
mol_0809,CHEMBL1088613,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4F)s3)cc12,104.0,6.98
mol_0810,CHEMBL3298308,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@H](C)c1ccc(Cl)c(Cl)c1)CC2,104.0,6.98
mol_0811,CHEMBL4781539,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,108.0,6.97
mol_0812,CHEMBL1922209,CCC(O)[C@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,110.0,6.96
mol_0813,CHEMBL497477,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1Cl,110.0,6.96
mol_0814,CHEMBL5751375,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1CC1CC1,109.0,6.96
mol_0815,CHEMBL258805,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,110.0,6.96
mol_0816,CHEMBL2158862,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)NC)c4)n3)ccn2)cc1,110.0,6.96
mol_0817,CHEMBL5774473,C#CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,110.0,6.96
mol_0818,CHEMBL14619,CCCCOc1c(C(=O)c2ccccc2)cnc2[nH]ncc12,110.0,6.96
mol_0819,CHEMBL2348156,Nc1nccc(-n2cc(-c3ccccc3Cl)c3cnccc32)n1,110.0,6.96
mol_0820,CHEMBL5760424,C#CN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,110.0,6.96
mol_0821,CHEMBL3946675,COc1cc(F)ccc1-c1nc(Nc2cc(Br)cc(CS(C)(=N)=O)c2)ncc1F,110.0,6.96
mol_0822,CHEMBL497854,Cc1cc(CNc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)on1,110.0,6.96
mol_0823,CHEMBL2207208,Cn1cc(Nc2ncc(C3CC3)c(NCCCNC(=O)C3CCC3)n2)cn1,110.0,6.96
mol_0824,CHEMBL5438882,COc1ccc(NC(=O)N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)cc1,108.4,6.96
mol_0825,CHEMBL6171172,Nc1cc(-c2c[nH]c3ccccc23)nn1-c1nc(Nc2ccc(Cl)cc2)nc(N2CCOCC2)n1,108.3,6.96
mol_0826,CHEMBL6152017,Clc1cnc2[nH]c(C3CCNCC3)cc2c1-c1cnn(CC2CC2)c1,112.3,6.95
mol_0827,CHEMBL3822619,CCc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,113.0,6.95
mol_0828,CHEMBL5562769,CNCc1ccc(-n2cc(-c3nc(NC4CCN(S(C)(=O)=O)CC4)ncc3C#N)cn2)c(Cl)c1,112.0,6.95
mol_0829,CHEMBL5424761,O=C(c1ccccc1)N1CCN(c2nnc(Cc3ccccc3)c3ccccc23)CC1,114.62,6.94
mol_0830,CHEMBL2036792,CNc1ncc2c(-c3ccc(N4CCNCC4)cc3)nn(CC3CCC(N)CC3)c2n1,114.0,6.94
mol_0831,CHEMBL4453095,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1[C@H]1CC[C@H](C)CC1,116.0,6.94
mol_0832,CHEMBL5537062,CC[C@@H](CO)Nc1nc(NCc2ccc(NC(=O)C3CCN(C(C)=O)CC3)cc2)n2ncc(C(C)C)c2n1,115.2,6.94
