"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL489646";"";"None";"406.46";"0";"3.53";"5h";"COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccsc4)cc32)cc1O";"IC50";"'='";"18300.0";"nM";"4.74";"";"";"UO_0000065";"11.66";"0.22";"1.21";"5.40";"0";"CHEMBL981028";"Inhibition of CDK2/Cyclin E assessed as inhibition of retinoblastoma susceptibility gene product phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153424";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"18.3"
"CHEMBL491647";"";"None";"386.41";"0";"3.64";"33";"COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12";"IC50";"'='";"3880.0";"nM";"5.41";"";"";"UO_0000065";"14.00";"0.25";"1.77";"7.37";"0";"CHEMBL963375";"Inhibition of CDK2/Cyclin E";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153825";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"3880.0"
"CHEMBL5981008";"";"None";"519.60";"1";"4.74";"BDBM444612";"CC(=N)NCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1";"IC50";"'='";"21.0";"nM";"7.68";"";"1028630";"UO_0000065";"14.78";"0.28";"2.94";"7.13";"1";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"21.0"
"CHEMBL445162";"";"None";"418.86";"0";"3.75";"28";"CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1";"IC50";"'='";"17600.0";"nM";"4.75";"";"";"UO_0000065";"11.35";"0.23";"1.00";"4.64";"0";"CHEMBL932340";"Inhibition of CDK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145633";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"17.6"
"CHEMBL5899535";"";"None";"533.58";"1";"4.46";"BDBM493954";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(O)C4)C5)ncc3F)cc2n1C(C)C";"IC50";"'='";"20.4";"nM";"7.69";"";"1028333";"UO_0000065";"14.41";"0.27";"3.23";"7.05";"0";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"20.4"
"CHEMBL5976683";"";"None";"549.63";"1";"4.43";"BDBM444523";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C(C)C";"IC50";"'='";"54.1";"nM";"7.27";"";"1028372";"UO_0000065";"13.22";"0.25";"2.84";"6.98";"1";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"54.1"
"CHEMBL103355";"";"None";"373.41";"0";"3.06";"9";"Cc1ccc(F)c(Nc2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)c1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"22.02";"0.43";"5.16";"7.47";"0";"CHEMBL660782";"Inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136202";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.006"
"CHEMBL4793573";"";"None";"531.75";"1";"4.98";"BDBM519493";"C=CC(=O)NC1CCC(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1";"IC50";"'='";"185.0";"nM";"6.73";"";"1097599";"UO_0000065";"12.66";"0.26";"1.75";"6.71";"1";"CHEMBL5737389";"Pulldown Assay: Jurkat cells were treated with DMSO or concentration of compound indicated. 6 hours after treatment, cells were washed and harvested by resuspending in lysis buffer (50 mM Hepes pH 7.4, 150 mM NaCl, 1% NP-40, 5 mM EDTA, protease and phosphatase inhibitors) and lysing on ice 30 minutes. Lysates were cleared by centrifugation at 15,000 rpm 30 minutes. Biotin-labeled THZ1 was added to 1 μM to lysates and rotated at 4° C. overnight. Streptavidin-agarose beads were washed and 30 μL slurry was added to each lysate and rotated for 1 hour at 4° C. Beads were washed 5 times with lysis buffer and 50 μL 2×LDS buffer was added to each sample. Samples were boiled and equal volume of protein was loaded onto gel. Gel was transferred to nitrocellulose and blotted for Cyclin K and Cyclin H.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728751";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"185.0"
"CHEMBL5774515";"";"None";"548.60";"1";"4.61";"BDBM444525";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OCCN(C)C)C5)ncc3F)cc2n1C1CC1";"IC50";"'='";"346.0";"nM";"6.46";"";"906940";"UO_0000065";"11.78";"0.22";"1.85";"6.38";"0";"CHEMBL5735220";"LANCE Ultra ULight Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100x, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1x reaction buffer to prepare 5x compound for use; 2 μL 5x compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1x reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1x reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5xenzyme/substrate mixture and 2.5xATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 8 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50M; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 1 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20M; 2.5xenzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5xATP solution, reacted at room temperature for 30 minutes.3. LANCE Detection Buffer was used, 1xto prepare 2xLANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM x10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727719";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"346.0"
"CHEMBL1957092";"";"None";"327.31";"0";"2.81";"18";"COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1F";"IC50";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"19.25";"0.36";"3.49";"8.16";"0";"CHEMBL1960395";"Inhibition of CDK2 by AlphaLISA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955730";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"6.3"
"CHEMBL1957228";"";"None";"344.76";"0";"2.72";"32";"COc1ccc(-c2ocnc2C(=O)NCc2ccnnc2)cc1Cl";"IC50";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"18.27";"0.36";"3.58";"6.99";"0";"CHEMBL1960395";"Inhibition of CDK2 by AlphaLISA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955730";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"6.3"
"CHEMBL5886747";"";"None";"447.49";"0";"4.37";"BDBM444568";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1(C)CC1";"IC50";"'='";"10.3";"nM";"7.99";"";"1028498";"UO_0000065";"17.85";"0.33";"3.62";"9.92";"1";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"10.3"
"CHEMBL4542247";"";"None";"518.62";"1";"4.65";"BDBM444569";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1(C)CC1";"IC50";"'='";"16.3";"nM";"7.79";"";"1028501";"UO_0000065";"15.02";"0.28";"3.14";"10.38";"1";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"16.3"
"CHEMBL6020156";"";"None";"492.53";"0";"4.62";"BDBM444576";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C/C=N/O)C5)ncc3F)cc2n1C(C)C";"IC50";"'='";"6.02";"nM";"8.22";"";"1028522";"UO_0000065";"16.69";"0.31";"3.60";"7.88";"1";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"6.02"
"CHEMBL3421968";"";"None";"429.53";"0";"3.53";"19";"COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1";"IC50";"'='";"4473.0";"nM";"5.35";"";"";"UO_0000065";"12.45";"0.23";"1.82";"7.50";"0";"CHEMBL3424981";"Inhibition of human recombinant full length C-terminal His6-tagged CDK2 expressed in baculovirus infected Sf21 insect cells using fluorescence substrate after 60 mins by caliper off-chip incubation mobility shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421608";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"4.473"
"CHEMBL3421971";"";"None";"443.56";"0";"3.84";"22";"COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3c(C)nccc23)n1";"IC50";"'='";"13713.0";"nM";"4.86";"";"";"UO_0000065";"10.96";"0.20";"1.02";"6.82";"0";"CHEMBL3424981";"Inhibition of human recombinant full length C-terminal His6-tagged CDK2 expressed in baculovirus infected Sf21 insect cells using fluorescence substrate after 60 mins by caliper off-chip incubation mobility shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3421608";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"13.713"
"CHEMBL289422";"";"None";"393.40";"0";"4.61";"1";"O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"15.93";"0.29";"1.66";"9.60";"0";"CHEMBL658938";"Inhibition of Cyclin-dependent kinase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146650";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.54"
"CHEMBL5979303";"";"None";"555.66";"1";"4.38";"BDBM444626";"Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=O)C5)ncc3F)cc2n1C(C)(C)C";"IC50";"'='";"13.1";"nM";"7.88";"";"1028672";"UO_0000065";"14.19";"0.28";"3.50";"7.44";"1";"CHEMBL5736732";"Inhibitory Activity Assay: 1. Take 10 mM stock solution of the test compound, in 96-well compound plate, DMSO was used to dilute the compound to an initial concentration of 100×, then this concentration was used as the first concentration, 3-fold diluted to make 10 serial concentrations; 1 μL each serial dilution was then added to 19 μL 1×reaction buffer to prepare 5×compound for use; 2 μL 5×compound was transferred from 96-well plate to 384-well plate; compound-free control well was added with 2 μL the following liquid: 1×reaction buffer with the addition of 1 μL DMSO; 2 μL 250 mM EDTA was added to the Min control well.2.1× reaction buffer was used to formulate the kinase, substrate and ATP into a 2.5×enzyme/substrate mixture and 2.5×ATP solution respectively. In the experiment, the final concentration of CDK4/CycD3 kinase is 0.76 ng/μL, the final concentration of ATP is 80 μM; the final concentration of CDK6/CycD3 kinase is 0.5 ng/μL, the final concentration of ATP is 50 μM; the final concentration of CDK2/CycA2 kinase is 0.86 ng/μL, the final concentration of ATP is 15 μM; the final concentration of CDK2/CycE1 kinase is 1.016 ng/μL, the final concentration of ATP is 20 μM; 2.5×enzyme/substrate mixture was added to a 384-well plate, incubated at room temperature for 5 minutes; then added with 2.5×ATP solution, reacted at room temperature for 30 minutes.3. LANCE® Detection Buffer was used, 1× to prepare 2×LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) for use. After the enzymatic reaction was continued for 30 minutes, 10 mM EDTA was added to 384-well plate and the mixture was reacted at room temperature for 5 minutes. Then LANCE® Ultra Europium-anti-phospho-eIF4E-binding protein 1 (Thr37/46) was added, reacted at room temperature for 1 hour.4. The 384-well plate was placed in HERAEUS Multifuge X1R centrifuge, centrifuged at 2000 rpm for 2 minutes; data were measured on EnVision, 337 nM wavelength laser was used as the excitation light, test at RFU665 nM and RFU615 nM, and RFU665 nM/RFU615 nM×10000 was used as the final data for analysis.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL301";"Cyclin-dependent kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728430";"37";"BindingDB Patent Bioactivity Data";"";"2021";"None";"";"";"";"13.1"
